id_area;id_programa;nome_programa;ies;id_instituicao;inicio_mestrado;inicio_doutorado;conceito_recomendado
8;33009015001P0;CI?NCIAS BIOL?GICAS (BIOLOGIA MOLECULAR);UNIFESP;201;1970;1970;7
8;31001017012P6;CI?NCIAS BIOL?GICAS (BIOF?SICA);UFRJ;137;1963;1963;7
8;31001017087P6;QU?MICA BIOL?GICA;UFRJ;137;1988;1988;7
8;31001017105P4;CI?NCIAS MORFOL?GICAS;UFRJ;137;1995;1995;6
8;40001016003P2;CI?NCIAS (BIOQU?MICA);UFPR;133;1965;1965;6
8;33003017040P8;BIOLOGIA FUNCIONAL E MOLECULAR;UNICAMP;182;1985;1990;6
8;33002010172P5;CI?NCIAS (FISIOLOGIA HUMANA);USP;249;1994;1994;6
8;22001018007P7;FARMACOLOGIA;UFC;115;1978;1991;6
8;33002010019P2;FARMACOLOGIA;USP;249;1977;1982;6
8;41001010024P6;FARMACOLOGIA;UFSC;142;1991;1996;6
8;31001017108P3;CI?NCIAS BIOL?GICAS (FISIOLOGIA);UFRJ;137;1996;1996;6
8;31010016004P9;BIOLOGIA CELULAR E MOLECULAR;FIOCRUZ;43;1989;1989;6
8;32001010063P2;FARMACOLOGIA BIOQUIMICA E MOLECULAR;UFMG;124;2001;2001;5
8;33009015002P7;FARMACOLOGIA;UNIFESP;201;1970;1970;5
8;32001010009P8;BIOLOGIA CELULAR;UFMG;124;1973;1978;5
8;40001016007P8;BIOLOGIA CELULAR E MOLECULAR;UFPR;133;1979;2002;5
8;33002010174P8;CI?NCIAS (FISIOLOGIA GERAL);USP;249;1994;1994;5
8;42002010023P9;CI?NCIAS BIOL?GICAS (BIOQU?MICA TOXICOL?GICA);UFSM;145;1998;2003;5
8;33003017051P0;FARMACOLOGIA;UNICAMP;182;1989;1998;5
8;33002010024P6;CI?NCIAS (BIOLOGIA CELULAR E TECIDUAL);USP;249;1972;1972;5
8;42001013011P0;CI?NCIAS BIOL?GICAS (NEUROCI?NCIAS);UFRGS;136;1996;2000;5
8;33004153068P9;BIOF?SICA MOLECULAR;UNESP/SJRP;177;1993;1993;5
8;42001013009P6;CI?NCIAS BIOL?GICAS (FISIOLOGIA);UFRGS;136;1976;1987;5
8;22001018006P0;BIOQU?MICA;UFC;115;1971;1993;5
8;31004016017P7;BIOLOGIA HUMANA E EXPERIMENTAL;UERJ;108;1993;2003;5
8;33002029006P3;BIOLOGIA CELULAR E MOLECULAR;USP/RP;253;1970;1970;4
8;33002029002P8;BIOQU?MICA;USP/RP;253;1971;1971;4
8;33001014014P4;CI?NCIAS FISIOL?GICAS;UFSCAR;143;1993;1993;4
8;31001017015P5;CI?NCIAS BIOL?GICAS (FARMACOLOGIA E TERAP.  EXPERIMENTAL);UFRJ;137;1974;2000;4
8;42004012008P9;CI?NCIAS FISIOL?GICAS - FISIOLOGIA ANIMAL COMPARADA;FURG;53;2000;2006;4
8;33004064052P0;CI?NCIAS BIOL?GICAS (FARMACOLOGIA);UNESP/BOT;168;1988;2006;4
8;42002010032P8;FARMACOLOGIA;UFSM;145;2006;;4
8;41001010027P5;NEUROCI?NCIAS;UFSC;142;1994;2005;4
8;31001017013P2;BIOQU?MICA;UFRJ;137;1963;1963;4
8;33002010023P0;CI?NCIAS MORFOFUNCIONAIS;USP;249;1986;1972;4
8;15001016044P0;NEUROCI?NCIAS E BIOLOGIA CELULAR;UFPA;128;2004;2004;4
8;31003010042P9;NEUROIMUNOLOGIA;UFF;118;1998;2003;4
8;33009015034P6;MORFOLOGIA;UNIFESP;201;1988;1992;4
8;40001016038P0;FARMACOLOGIA;UFPR;133;2000;2005;4
8;23001011020P6;BIOQU?MICA;UFRN;138;1996;;4
8;33004030077P0;BIOTECNOLOGIA;UNESP/ARAR;165;1995;1995;4
8;31033016002P9;BIOCI?NCIAS E BIOTECNOLOGIA;UENF;104;1994;1994;3
8;30001013002P8;CI?NCIAS FISIOL?GICAS;UFES;117;1989;1993;3
8;33032017005P7;BIOTECNOLOGIA;UNAERP;155;1999;;3
8;22003010007P0;CI?NCIAS FISIOL?GICAS;FUNECE;51;1999;;3
8;25001019009P8;BIOQU?MICA E FISIOLOGIA;UFPE;131;1967;;3
9;33002029026P4;IMUNOLOGIA B?SICA E APLICADA;USP/RP;253;1990;1990;7
9;33002010121P1;IMUNOLOGIA;USP;249;1983;1983;7
9;33009015003P3;MICROBIOLOGIA E IMUNOLOGIA;UNIFESP;201;1971;1972;6
9;32001010008P1;CI?NCIAS BIOL?GICAS (MICROBIOLOGIA);UFMG;124;1970;1993;6
9;33002010026P9;CI?NCIAS (BIOLOGIA DA RELA??O PAT?GENO-HOSPEDEIRO);USP;249;1976;1976;6
9;31010016001P0;BIOLOGIA PARASIT?RIA;FIOCRUZ;43;1976;1992;6
9;31001017017P8;CI?NCIAS (MICROBIOLOGIA);UFRJ;137;1965;1965;6
9;33002010022P3;CI?NCIAS BIOL?GICAS (MICROBIOLOGIA);USP;249;1973;1973;5
9;32001010010P6;PARASITOLOGIA;UFMG;124;1969;1977;5
9;15001016040P4;BIOLOGIA DE AGENTES INFECCIOSOS E PARASIT?RIOS;UFPA;128;2004;2005;5
9;32006012004P8;IMUNOLOGIA E PARASITOLOGIA APLICADAS;UFU;148;1992;2000;4
9;40002012016P3;MICROBIOLOGIA;UEL;101;1989;2002;4
9;53001010031P6;PATOLOGIA MOLECULAR;UNB;157;1988;1988;4
9;33004153074P9;MICROBIOLOGIA;UNESP/SJRP;177;2006;;4
9;31062016001P1;BIOTECNOLOGIA EM SA?DE E MEDICINA INVESTIGATIVA;CPqGM/FIOC;10;2006;2006;4
9;28001010025P5;IMUNOLOGIA;UFBA;114;1990;1998;4
9;40001016044P0;MICROBIOLOGIA, PARASITOLOGIA E PATOLOGIA;UFPR;133;2003;;4
9;42003016022P5;PARASITOLOGIA;UFPEL;132;2004;;4
9;33003017052P6;PARASITOLOGIA;UNICAMP;182;1988;1988;4
9;22001018042P7;MICROBIOLOGIA M?DICA;UFC;115;2002;;4
9;10001018002P1;BIOLOGIA EXPERIMENTAL;UNIR;218;2001;2005;3
9;31004016018P3;MICROBIOLOGIA;UERJ;108;1994;2006;3
10;33002045008P7;ENGENHARIA HIDR?ULICA E SANEAMENTO;USP/SC;254;1970;1976;7
10;31005012010P9;ENGENHARIA CIVIL;PUC-RIO;83;1965;1984;7
10;31001017028P0;ENGENHARIA CIVIL;UFRJ;137;1967;1968;7
10;33002045007P0;ENGENHARIA CIVIL (ENGENHARIA DE ESTRUTURAS);USP/SC;254;1970;1970;7
10;53001010032P2;GEOTECNIA;UNB;157;1989;1995;7
10;42001013014P0;ENGENHARIA CIVIL;UFRGS;136;1970;1986;7
10;32001010014P1;SANEAMENTO,  MEIO AMBIENTE E RECURSOS H?DRICOS;UFMG;124;1972;2000;6
10;33002045009P3;GEOTECNIA;USP/SC;254;1977;1984;5
10;33002010130P0;ENGENHARIA CIVIL;USP;249;1970;1970;5
10;41001010023P0;ENGENHARIA CIVIL;UFSC;142;1991;1999;5
10;32001010038P8;ENGENHARIA DE ESTRUTURAS;UFMG;124;1988;2000;5
10;25001019040P2;ENGENHARIA CIVIL;UFPE;131;1992;2000;5
10;53001010030P0;TRANSPORTES;UNB;157;1988;2005;5
10;33002010055P9;ENGENHARIA DE TRANSPORTES;USP;249;1976;1983;5
10;42001013015P6;RECURSOS H?DRICOS E SANEAMENTO AMBIENTAL;UFRGS;136;1969;1989;5
10;31001017038P5;ENGENHARIA DE TRANSPORTES;UFRJ;137;1979;1991;5
10;33002045013P0;ENGENHARIA DE TRANSPORTES;USP/SC;254;1973;1976;5
10;22001018036P7;ENGENHARIA DE TRANSPORTES;UFC;115;2000;;5
10;41001010033P5;ENGENHARIA AMBIENTAL;UFSC;142;1994;2001;4
10;53001010036P8;ESTRUTURAS E CONSTRU??O CIVIL;UNB;157;1992;1999;4
10;33003017041P4;ENGENHARIA CIVIL;UNICAMP;182;1986;1995;4
10;53001010041P1;TECNOLOGIA AMBIENTAL E RECURSOS H?DRICOS;UNB;157;1995;2001;4
10;32007019005P0;ENGENHARIA CIVIL;UFOP;127;1992;2005;4
10;32002017017P7;ENGENHARIA CIVIL;UFV;149;1991;2003;4
10;30001013003P4;ENGENHARIA AMBIENTAL;UFES;117;1989;2007;4
10;24009016002P1;ENGENHARIA CIVIL E AMBIENTAL;UFCG;116;1971;;4
10;22001018010P8;ENGENHARIA CIVIL (RECURSOS H?DRICOS);UFC;115;1975;1995;4
10;40001016021P0;ENGENHARIA DE RECURSOS H?DRICOS E AMBIENTAL;UFPR;133;1986;;4
10;33002045016P0;CI?NCIAS DA ENGENHARIA AMBIENTAL;USP/SC;254;1989;1989;4
10;31003010006P2;ENGENHARIA CIVIL;UFF;118;1972;2002;4
10;33001014015P0;ENGENHARIA URBANA;UFSCAR;143;1994;2007;4
10;40001016030P0;M?TODOS NUM?RICOS EM ENGENHARIA;UFPR;133;1994;2003;4
10;33011010009P6;ENGENHARIA DE INFRA-ESTRUTURA AERON?UTICA;ITA;71;1992;;4
10;31004016034P9;ENGENHARIA CIVIL;UERJ;108;2003;;4
10;31033016012P4;ENGENHARIA CIVIL;UENF;104;2003;;4
10;51001012010P0;TECNOLOGIAS AMBIENTAIS;UFMS;125;1999;;4
10;33001014018P0;CONSTRU??O CIVIL;UFSCAR;143;2002;;4
10;42002010020P0;ENGENHARIA CIVIL;UFSM;145;1994;;4
10;30001013012P3;ENGENHARIA CIVIL;UFES;117;1997;;4
10;23001011023P5;ENGENHARIA SANIT?RIA;UFRN;138;1999;;4
10;52001016017P7;ENGENHARIA CIVIL;UFG;119;1997;;3
10;42020018005P8;TECNOLOGIA AMBIENTAL;UNISC;223;2005;;3
10;33002010190P3;ENGENHARIA DE SISTEMAS LOG?STICOS;USP;249;2003;;3
10;15001016031P5;ENGENHARIA CIVIL;UFPA;128;1999;;3
10;32001010071P5;CONSTRU??O CIVIL;UFMG;124;2005;;3
10;31007015010P1;ENGENHARIA DE TRANSPORTES;IME;60;1994;;3
10;26001012012P1;ENGENHARIA CIVIL;UFAL;112;2001;;3
10;40001016049P2;CONSTRU??O CIVIL;UFPR;133;2000;;3
10;24001015040P0;ENGENHARIA URBANA;UFPB/J.P.;130;2002;;3
10;40004015027P8;ENGENHARIA URBANA;UEM;102;2006;;3
10;28002016008P6;ENGENHARIA CIVIL E AMBIENTAL;UEFS;99;2006;;3
10;12001015022P8;ENGENHARIA CIVIL;UFAM;113;2006;;3
10;32007019011P0;ENGENHARIA AMBIENTAL;UFOP;127;2001;;3
10;42009014004P5;ENGENHARIA;UPF;242;2003;;3
10;33004099084P5;ENGENHARIA CIVIL;UNESP/IS;171;1999;;3
10;41006011003P7;ENGENHARIA AMBIENTAL;FURB;52;1998;;3
10;28001010038P0;ENGENHARIA AMBIENTAL URBANA;UFBA;114;1997;;3
10;40002012027P5;ENGENHARIA DE EDIFICA??ES E SANEAMENTO;UEL;101;2003;;3
10;25002015002P0;ENGENHARIA CIVIL;UNICAP;184;2003;;3
10;52001016028P9;ENGENHARIA DO MEIO AMBIENTE;UFG;119;2003;;3
10;26001012019P6;RECURSOS HIDRICOS E SANEAMENTO;UFAL;112;2005;;3
10;32006012019P5;ENGENHARIA CIVIL;UFU;148;2001;;3
11;42001013044P6;M?SICA;UFRGS;136;1987;1995;6
11;28001010035P0;ARTES C?NICAS;UFBA;114;1997;1997;6
11;33002010198P4;ARTES VISUAIS;USP;249;2006;2006;6
11;42001013055P8;ARTES VISUAIS;UFRGS;136;1991;1999;5
11;31021018004P7;M?SICA;UNIRIO;219;1993;1998;5
11;28001010026P1;M?SICA;UFBA;114;1990;1997;5
11;33002010200P9;ARTES C?NICAS;USP;249;2006;2006;5
11;31021018003P0;TEATRO;UNIRIO;219;1991;2000;5
11;33003017077P9;M?SICA;UNICAMP;182;2001;2001;5
11;31001017089P9;ARTES VISUAIS;UFRJ;137;1985;1999;5
11;32001010051P4;ARTES;UFMG;124;1995;2006;5
11;53001010040P5;ARTES;UNB;157;1994;-1;4
11;33003017059P0;ARTES;UNICAMP;182;1989;2005;4
11;33002010114P5;ARTES;USP;249;1974;1980;4
11;31001017072P9;M?SICA;UFRJ;137;1980;;4
11;52001016013P1;M?SICA;UFG;119;1995;;4
11;32001010058P9;M?SICA;UFMG;124;1999;;4
11;33004013066P3;M?SICA;UNESP;163;2002;;4
11;52001016024P3;CULTURA VISUAL;UFG;119;2003;;4
11;33004013063P4;ARTES;UNESP;163;1991;;4
11;28001010030P9;ARTES VISUAIS;UFBA;114;1992;;4
11;41002016005P4;TEATRO;UDESC;97;2002;;4
11;28001010054P5;DAN?A;UFBA;114;2006;;3
11;33062013001P7;ARTES VISUAIS;FASM;27;2004;;3
11;40001016055P2;M?SICA;UFPR;133;2006;;3
11;24001015044P5;M?SICA;UFPB/J.P.;130;2004;;3
11;41002016010P8;ARTES VISUAIS;UDESC;97;2005;;3
11;31004016039P0;ARTES;UERJ;108;2005;;3
11;31003010038P1;CI?NCIAS DA ARTE;UFF;118;1995;;3
11;53001010057P5;M?SICA;UNB;157;2004;;3
11;30001013024P1;ARTES;UFES;117;2006;;3
12;31001017036P2;ENGENHARIA QU?MICA;UFRJ;137;1963;1970;7
12;33001014004P9;CI?NCIA E ENGENHARIA DOS MATERIAIS;UFSCAR;143;1979;1987;7
12;33003017034P8;ENGENHARIA QU?MICA;UNICAMP;182;1980;1989;7
12;33002010050P7;TECNOLOGIA NUCLEAR;USP;249;1976;1976;7
12;42001013016P2;ENGENHARIA DE MINAS, METAL?RGICA E DE MATERIAIS;UFRGS;136;1974;1987;7
12;32001010017P0;ENGENHARIA METAL?RGICA E DE MINAS;UFMG;124;1971;1984;6
12;33001014006P1;ENGENHARIA QU?MICA;UFSCAR;143;1982;1990;6
12;33002010053P6;ENGENHARIA QU?MICA;USP;249;1968;1972;6
12;31001017031P0;ENGENHARIA METAL?RGICA E DE MATERIAIS;UFRJ;137;1967;1974;6
12;31001017008P9;CI?NCIA E TECNOLOGIA DE POL?MEROS;UFRJ;137;1977;1977;6
12;31001017037P9;TECNOLOGIA DE PROCESSOS QU?MICOS E BIOQU?MICOS;UFRJ;137;1976;1989;6
12;31001017033P3;ENGENHARIA NUCLEAR;UFRJ;137;1968;1979;6
12;41001010028P1;ENGENHARIA QU?MICA;UFSC;142;1993;1998;6
12;33002010048P2;ENGENHARIA METAL?RGICA;USP;249;1971;1971;6
12;23001011026P4;CI?NCIA E ENGENHARIA DE MATERIAIS;UFRN;138;2004;1998;6
12;31007015006P4;CI?NCIAS DOS MATERIAIS;IME;60;1971;1977;5
12;31005012013P8;ENGENHARIA METAL?RGICA;PUC-RIO;83;1971;1991;5
12;42001013058P7;ENGENHARIA QU?MICA;UFRGS;136;1995;2004;5
12;25001019020P1;TECNOLOGIAS ENERG?TICAS NUCLEARES;UFPE;131;1977;1997;5
12;23001011011P7;ENGENHARIA QU?MICA;UFRN;138;1988;1998;5
12;32006012005P4;ENGENHARIA QU?MICA;UFU;148;1993;2000;5
12;31033016005P8;ENGENHARIA E CI?NCIA  DOS MATERIAIS;UENF;104;1994;1994;5
12;40004015003P1;ENGENHARIA QU?MICA;UEM;102;1990;2000;5
12;33030014001P9;ENGENHARIA DE MATERIAIS;FAENQUIL;21;1988;1988;5
12;41001010031P2;CI?NCIA E ENGENHARIA DE MATERIAIS;UFSC;142;1994;1994;4
12;42001013056P4;CI?NCIAS DOS MATERIAIS;UFRGS;136;2006;1992;4
12;33050015006P4;ENGENHARIA E CI?NCIA DOS MATERIAIS;USF;247;2001;;4
12;32007019007P3;ENGENHARIA DE MATERIAIS;UFOP;127;1996;2000;4
12;31003010032P3;ENGENHARIA METAL?RGICA;UFF;118;1994;2000;4
12;33002045017P6;CI?NCIAS E ENGENHARIA DE MATERIAIS;USP/SC;254;1993;1993;4
12;42005019025P7;ENGENHARIA E TECNOLOGIA DE MATERIAIS;PUC/RS;80;2001;2006;4
12;33030014003P1;ENGENHARIA QU?MICA;FAENQUIL;21;2000;;4
12;40001016036P8;PROCESSOS BIOTECNOL?GICOS;UFPR;133;2004;1997;4
12;25001019053P7;CI?NCIA DE MATERIAIS;UFPE;131;2001;2001;4
12;22001018034P4;ENGENHARIA E CI?NCIA DE  MATERIAIS;UFC;115;1999;2007;4
12;33004099083P9;CI?NCIA DOS MATERIAIS;UNESP/IS;171;1997;;4
12;32001010018P7;CI?NCIAS T?CNICAS NUCLEARES;UFMG;124;1968;2006;4
12;32001010044P8;ENGENHARIA QU?MICA;UFMG;124;1992;2006;4
12;24009016004P4;ENGENHARIA QU?MICA;UFCG;116;1979;;4
12;25001019044P8;ENGENHARIA QU?MICA;UFPE;131;1994;2005;4
12;42008018006P1;MATERIAIS;UCS;95;2004;;4
12;40001016033P9;ENGENHARIA;UFPR;133;1996;1997;4
12;33004056083P7;CI?NCIA E TECNOLOGIA DE MATERIAIS;UNESP/BAU;167;2004;2004;4
12;41002016001P9;CI?NCIA E ENGENHARIA DE MATERIAIS;UDESC;97;1995;;4
12;22001018035P0;ENGENHARIA QU?MICA;UFC;115;2001;;4
12;32069014001P9;CI?NCIA E TECNOLOGIA DAS RADIA??ES, MINERAIS E MATERIAIS;CDTN;2;2002;;4
12;24009016014P0;CI?NCIA E ENGENHARIA DE MATERIAIS;UFCG;116;2003;;4
12;32003013005P5;MATERIAIS PARA ENGENHARIA;UNIFEI;199;2001;;4
12;31004016038P4;ENGENHARIA QU?MICA;UERJ;108;2004;;4
12;28001010021P0;ENGENHARIA QU?MICA;UFBA;114;1988;;4
12;24009016010P4;ENGENHARIA DE PROCESSOS;UFCG;116;;1999;4
12;33002010131P7;ENGENHARIA MINERAL;USP;249;1970;1980;3
12;26001012022P7;ENGENHARIA QU?MICA;UFAL;112;2006;;3
12;25002015005P9;DESENVOLVIMENTO DE PROCESSOS AMBIENTAIS;UNICAP;184;2005;;3
12;33069018001P1;ENGENHARIA DE PROCESSOS QU?MICOS E BIOQU?MICOS;EEM;15;2005;;3
12;20003013001P6;ENGENHARIA DE MATERIAIS;CEFET/MA;4;2005;;3
12;40015017006P9;ENGENHARIA QU?MICA;UNIOESTE;215;2006;;3
12;27002012001P9;ENGENHARIA DE PROCESSOS;UNIT-SE;230;2005;;3
12;31002013014P5;ENGENHARIA QU?MICA;UFRRJ;141;2000;;3
12;40005011002P1;ENGENHARIA E CI?NCIA DE MATERIAIS;UEPG;107;2001;;3
12;41004019002P8;ENGENHARIA DE PROCESSOS;UNIVILLE;237;2006;;3
12;15001016010P8;ENGENHARIA QU?MICA;UFPA;128;1992;;3
12;31007015007P0;ENGENHARIA NUCLEAR;IME;60;1969;;3
12;25001019061P0;ENGENHARIA MINERAL;UFPE;131;2005;;3
12;32007019008P0;ENGENHARIA MINERAL;UFOP;127;1998;;3
12;24009016008P0;ENGENHARIA DE MINAS;UFCG;116;1986;;2
13;33003017022P0;ENGENHARIA MEC?NICA;UNICAMP;182;1974;1975;7
13;31001017030P4;ENGENHARIA MEC?NICA;UFRJ;137;1965;1970;7
13;31005012012P1;ENGENHARIA MEC?NICA;PUC-RIO;83;1964;1980;7
13;41001010006P8;ENGENHARIA MEC?NICA;UFSC;142;1969;1981;6
13;33011010008P0;ENGENHARIA AERON?UTICA E MEC?NICA;ITA;71;1961;1969;6
13;31001017035P6;ENGENHARIA DE PRODU??O;UFRJ;137;1967;1979;6
13;32006012002P5;ENGENHARIA MEC?NICA;UFU;148;1985;1994;6
13;25001019021P8;ENGENHARIA DE PRODU??O;UFPE;131;1979;2001;5
13;42001013059P3;ENGENHARIA DE PRODU??O;UFRGS;136;1994;1999;5
13;33002045011P8;ENGENHARIA MEC?NICA;USP/SC;254;1970;1976;5
13;42001013046P9;ENGENHARIA MEC?NICA;UFRGS;136;1986;1986;5
13;33002010052P0;ENGENHARIA (ENGENHARIA DE PRODU??O);USP;249;1971;1972;5
13;40001016040P5;ENGENHARIA MEC?NICA;UFPR;133;2000;2006;5
13;33002045018P2;ENGENHARIA DE PRODU??O;USP/SC;254;1996;2002;5
13;33010013009P6;ENGENHARIA E TECNOLOGIA ESPACIAIS;INPE;67;1994;1994;5
13;31001017032P7;ENGENHARIA OCE?NICA;UFRJ;137;1967;1989;5
13;33002010046P0;ENGENHARIA MEC?NICA;USP;249;1971;1978;4
13;33001014013P8;ENGENHARIA DE PRODU??O;UFSCAR;143;1992;1999;4
13;53001010053P0;CI?NCIAS MEC?NICAS;UNB;157;2002;2005;4
13;23001011009P2;ENGENHARIA MEC?NICA;UFRN;138;1983;2006;4
13;33004080027P6;ENGENHARIA MEC?NICA;UNESP/GUAR;170;1983;1983;4
13;32001010016P4;ENGENHARIA MEC?NICA;UFMG;124;1972;1998;4
13;31003010036P9;ENGENHARIA MEC?NICA;UFF;118;1995;2005;4
13;40003019005P8;ENGENHARIA MEC?NICA;PUC/PR;79;1999;2006;4
13;25001019050P8;ENGENHARIA MEC?NICA;UFPE;131;1996;2006;4
13;24001015010P3;ENGENHARIA MEC?NICA;UFPB/J.P.;130;1975;1995;4
13;31005012014P4;ENGENHARIA DE PRODU??O;PUC-RIO;83;1967;1993;4
13;33007012004P7;ENGENHARIA DE PRODU??O;UNIMEP;209;1994;2003;4
13;32003013002P6;ENGENHARIA MEC?NICA;UNIFEI;199;1968;1996;4
13;32008015004P0;ENGENHARIA MEC?NICA;PUC/MG;78;1998;2006;4
13;31003010019P7;ENGENHARIA DE PRODU??O;UFF;118;1972;2006;4
13;33003017076P2;CI?NCIAS E ENGENHARIA DE PETR?LEO;UNICAMP;182;1999;1999;4
13;31004016044P4;ENGENHARIA MEC?NICA;UERJ;108;2006;;4
13;15001016051P6;ENGENHARIA DE RECURSOS NATURAIS DA AMAZ?NIA;UFPA;128;;2006;4
13;23001011041P3;CI?NCIA E ENGENHARIA DE PETR?LEO;UFRN;138;2006;2006;4
13;53001010052P3;SISTEMAS MECATR?NICOS;UNB;157;2003;;4
13;33004099082P2;ENGENHARIA MEC?NICA;UNESP/IS;171;1997;;4
13;28001010045P6;MECATR?NICA;UFBA;114;2003;;4
13;31005012028P5;METROLOGIA;PUC-RIO;83;1996;;4
13;33002010049P9;ENGENHARIA NAVAL E OCE?NICA;USP;249;1970;1973;3
13;33063010003P0;ENGENHARIA DE PRODU??O;UNIP;216;1997;-1;3
13;40006018003P4;ENGENHARIA MEC?NICA E DE MATERIAIS;UTFPR;257;2000;;3
13;31033016009P3;ENGENHARIA DE RESERVAT?RIO E DE EXPLORA??O;UENF;104;1995;2006;3
13;42020018004P1;SISTEMAS E PROCESSOS INDUSTRIAIS;UNISC;223;2005;;3
13;40003019010P1;ENGENHARIA DE PRODU??O E SISTEMAS;PUC/PR;79;2001;;3
13;32071035001P0;ENGENHARIA;UNILESTE;206;2005;;3
13;33004056080P8;ENGENHARIA MEC?NICA;UNESP/BAU;167;1997;;3
13;41001010042P4;METROLOGIA CIENT?FICA E INDUSTRIAL;UFSC;142;1997;;3
13;42007011015P4;ENGENHARIA DE PRODU??O E SISTEMAS;UNISINOS;224;2006;;3
13;32001010050P8;ENGENHARIA DE PRODU??O;UFMG;124;1995;;3
13;32003013004P9;ENGENHARIA DE ENERGIA;UNIFEI;199;1999;;3
13;42004012004P3;ENGENHARIA OCE?NICA;FURG;53;1995;;3
13;31022014001P4;TECNOLOGIA;CEFET/RJ;6;1992;;3
13;41001010051P3;ENGENHARIA DE PRODU??O;UFSC;142;2002;2002;3
13;24001015012P6;ENGENHARIA DE PRODU??O;UFPB/J.P.;130;1975;;3
13;31007015005P8;ENGENHARIA MEC?NICA;IME;60;1973;;3
13;15001016018P9;ENGENHARIA MEC?NICA;UFPA;128;1994;;3
13;33004056086P6;ENGENHARIA DE PRODU??O;UNESP/BAU;167;2006;;3
13;42002010004P4;ENGENHARIA DE PRODU??O;UFSM;145;1974;;3
13;40006018004P0;ENGENHARIA DE PRODU??O;UTFPR;257;2004;;3
13;31033016003P5;ENGENHARIA DE PRODU??O;UENF;104;1994;;3
13;22001018050P0;LOG?STICA E PESQ. OPERACIONAL;UFC;115;2006;;3
13;23001011021P2;ENGENHARIA DE PRODU??O;UFRN;138;1999;;3
13;32003013003P2;ENGENHARIA DE PRODU??O;UNIFEI;199;1994;;3
13;33051011006P0;ENGENHARIA MEC?NICA;UNIVAP;234;2003;;2
13;30001013011P7;ENGENHARIA MEC?NICA;UFES;117;1996;;2
14;31001017029P6;ENGENHARIA EL?TRICA;UFRJ;137;1966;1973;7
14;33003017021P3;ENGENHARIA EL?TRICA;UNICAMP;182;1972;1972;7
14;31001017027P3;ENGENHARIA BIOM?DICA;UFRJ;137;1971;1982;7
14;33002045010P1;ENGENHARIA EL?TRICA;USP/SC;254;1975;1997;6
14;24009016003P8;ENGENHARIA EL?TRICA;UFCG;116;1970;1979;6
14;31005012011P5;ENGENHARIA EL?TRICA;PUC-RIO;83;1963;1981;6
14;33002010045P3;ENGENHARIA EL?TRICA;USP;249;1968;1970;6
14;41001010005P1;ENGENHARIA EL?TRICA;UFSC;142;1971;1987;6
14;32001010015P8;ENGENHARIA EL?TRICA;UFMG;124;1972;1995;6
14;42002010003P8;ENGENHARIA EL?TRICA;UFSM;145;1974;1999;5
14;33011010005P0;ENGENHARIA ELETR?NICA E COMPUTA??O;ITA;71;1961;1969;5
14;33051011002P5;ENGENHARIA BIOM?DICA;UNIVAP;234;1993;2002;5
14;33004099080P0;ENGENHARIA EL?TRICA;UNESP/IS;171;1992;1999;5
14;42001013066P0;ENGENHARIA EL?TRICA;UFRGS;136;1998;2004;5
14;32003013001P0;ENGENHARIA EL?TRICA;UNIFEI;199;1968;1995;5
14;25001019019P3;ENGENHARIA EL?TRICA;UFPE;131;1978;2000;5
14;33008019006P6;ENGENHARIA BIOM?DICA;UMC;152;2000;2005;5
14;53001010014P4;ENGENHARIA EL?TRICA;UNB;157;1979;2000;5
14;22001018048P5;ENGENHARIA DE TELEINFORM?TICA;UFC;115;2005;2005;4
14;40006018001P1;ENGENHARIA EL?TRICA E INFORM?TICA INDUSTRIAL;UTFPR;257;1988;1999;4
14;22001018032P1;ENGENHARIA EL?TRICA;UFC;115;1999;2006;4
14;33024014017P6;ENGENHARIA EL?TRICA;UPM;244;1999;;4
14;23001011008P6;ENGENHARIA EL?TRICA;UFRN;138;1983;2000;4
14;20001010005P9;ENGENHARIA DE ELETRICIDADE;UFMA;123;1995;;4
14;15001016004P8;ENGENHARIA EL?TRICA;UFPA;128;1986;1998;4
14;33002045006P4;BIOENGENHARIA;USP/SC;254;1979;;4
14;42001013078P8;MICROELETR?NICA;UFRGS;136;2007;2003;4
14;32005016005P8;ENGENHARIA EL?TRICA;UFJF;121;1998;;4
14;32006012001P9;ENGENHARIA EL?TRICA;UFU;148;1985;1994;4
14;30001013004P0;ENGENHARIA EL?TRICA;UFES;117;1991;1997;4
14;28001010037P3;ENGENHARIA EL?TRICA;UFBA;114;1994;;4
14;42005019015P1;ENGENHARIA EL?TRICA;PUC/RS;80;1994;;4
14;31007015004P1;ENGENHARIA EL?TRICA;IME;60;1971;;3
14;32008015002P8;ENGENHARIA EL?TRICA;PUC/MG;78;1996;;3
14;52001016018P3;ENGENHARIA EL?TRICA E DE COMPUTA??O;UFG;119;1998;;3
14;33027013002P8;ENGENHARIA EL?TRICA;FEI;35;2005;;3
14;41006011008P9;ENGENHARIA EL?TRICA;FURB;52;2006;;3
14;40001016043P4;ENGENHARIA EL?TRICA;UFPR;133;2002;;3
14;31003010054P7;TELECOMUNICA??ES;UFF;118;2001;;3
14;51001012017P4;ENGENHARIA EL?TRICA;UFMS;125;2003;;3
14;12001015021P1;ENGENHARIA EL?TRICA;UFAM;113;2005;;3
14;32057016001P4;ENGENHARIA EL?TRICA;INATEL;64;2001;;3
